record_id,beat_index,rr_prev,rr_next,qrs_duration,r_amplitude,qrs_max,qrs_min
100,1,0.1638888888888889,0.8138888888888889,0.1,0.6410838096830195,0.6410838096830195,0.41302652420522273
100,2,0.8138888888888889,0.8111111111111111,0.1,0.6857421689620149,0.6857421689620149,0.423096292783671
100,3,0.8111111111111111,0.7888888888888889,0.1,0.6741546317094482,0.6759334581639637,0.4194403259459721
100,4,0.7888888888888889,0.7916666666666666,0.1,0.6605816142775394,0.6623963172882582,0.4077099032017251
100,5,0.7916666666666666,0.7888888888888889,0.1,0.6530022495844848,0.6530022495844848,0.4206969128576601
100,6,0.7888888888888889,0.8166666666666667,0.1,0.6628947644041212,0.6628947644041212,0.42133634571731643
100,7,0.8166666666666667,0.6527777777777778,0.1,0.6776752913617203,0.6776752913617203,0.41956458758594406
100,8,0.6527777777777778,0.9944444444444445,0.1,0.6676574474443382,0.6676574474443382,0.41619737128575596
100,9,0.9944444444444445,0.8444444444444444,0.1,0.6748445496882546,0.6768551947741308,0.42264270712171376
100,10,0.8444444444444444,0.8111111111111111,0.1,0.6703703066932033,0.6703703066932033,0.4179803181471203
100,11,0.8111111111111111,0.7888888888888889,0.1,0.664789379920382,0.6652961298959411,0.4181778386800437
100,12,0.7888888888888889,0.7722222222222223,0.1,0.6523413042370847,0.6529575737300152,0.4197183516313656
100,13,0.7722222222222223,0.8388888888888889,0.1,0.6507527655410305,0.6507527655410305,0.4220723199740593
100,14,0.8388888888888889,0.8555555555555555,0.1,0.6711780915460654,0.6711780915460654,0.42041855093840946
100,15,0.8555555555555555,0.8222222222222222,0.1,0.6640960397430045,0.6640960397430045,0.4121664854806398
100,16,0.8222222222222222,0.8277777777777777,0.1,0.6512532344652491,0.6512532344652491,0.41849045215275393
100,17,0.8277777777777777,0.8222222222222222,0.1,0.6650565948082415,0.665368170569129,0.42501288528428105
100,18,0.8222222222222222,0.7944444444444444,0.1,0.67066405227856,0.67066405227856,0.421667409774176
100,19,0.7944444444444444,0.7972222222222223,0.1,0.6512947104784916,0.6512947104784916,0.4172423785707502
100,20,0.7972222222222223,0.7916666666666666,0.1,0.6898267415792916,0.6902231609947762,0.4200164987772332
100,21,0.7916666666666666,0.8222222222222222,0.1,0.6679086865812573,0.6679086865812573,0.41836567137164593
100,22,0.8222222222222222,0.8694444444444445,0.1,0.684522760303069,0.684522760303069,0.41840956425620296
100,23,0.8694444444444445,0.8222222222222222,0.1,0.6662233414578448,0.6662233414578448,0.4155410728128768
100,24,0.8222222222222222,0.7861111111111111,0.1,0.6646203622643236,0.6646203622643236,0.41867136702268903
100,25,0.7861111111111111,0.7916666666666666,0.1,0.672356473636699,0.672356473636699,0.4166119240140322
100,26,0.7916666666666666,0.775,0.1,0.6954290508947071,0.7011942653542134,0.4126382930997472
100,27,0.775,0.7861111111111111,0.1,0.6593678283573547,0.6593678283573547,0.4135379354819995
100,28,0.7861111111111111,0.8111111111111111,0.1,0.6720404119206002,0.6720404119206002,0.42155245683782616
100,29,0.8111111111111111,0.8166666666666667,0.1,0.6801918310153783,0.6866028699003683,0.4134445580382145
100,30,0.8166666666666667,0.8277777777777777,0.1,0.6725014056214762,0.6725014056214762,0.4159175550668845
100,31,0.8277777777777777,0.8444444444444444,0.1,0.6600871274447807,0.6600871274447807,0.4168122096347163
100,32,0.8444444444444444,0.8055555555555556,0.1,0.6761235529029496,0.6761235529029496,0.42003796312956865
100,33,0.8055555555555556,0.775,0.1,0.7151239121395612,0.7151239121395612,0.41822499148183756
100,34,0.775,0.8,0.1,0.6656741859998947,0.6656741859998947,0.41654752249388066
100,35,0.8,0.7888888888888889,0.1,0.6562106933406979,0.6562106933406979,0.4121422726299119
100,36,0.7888888888888889,0.8583333333333333,0.1,0.6771137332241304,0.6771137332241304,0.41817565175435484
100,37,0.8583333333333333,0.8416666666666667,0.1,0.688437535418438,0.688437535418438,0.41152045462683934
100,38,0.8416666666666667,0.825,0.1,0.6764668535285134,0.6764668535285134,0.4141789465558309
100,39,0.825,0.8027777777777778,0.1,0.6616603683655478,0.6616603683655478,0.4161663451795861
100,40,0.8027777777777778,0.8361111111111111,0.1,0.6764607222903081,0.6764607222903081,0.4178058055024269
100,41,0.8361111111111111,0.7916666666666666,0.1,0.700968513585049,0.700968513585049,0.41670361236799897
100,42,0.7916666666666666,0.7888888888888889,0.1,0.6561474626771812,0.6561474626771812,0.41566174700352754
100,43,0.7888888888888889,0.8194444444444444,0.1,0.6758179680272774,0.6758179680272774,0.41520935900160544
100,44,0.8194444444444444,0.8444444444444444,0.1,0.6740792145184211,0.6740792145184211,0.42040244065505006
100,45,0.8444444444444444,0.8805555555555555,0.1,0.6894822403697385,0.6896700511363606,0.4145740760926797
100,46,0.8805555555555555,0.8222222222222222,0.1,0.6664316336487647,0.6664316336487647,0.4056555628721945
100,47,0.8222222222222222,0.7777777777777778,0.1,0.6610984751049296,0.6610984751049296,0.41848017615549676
100,48,0.7777777777777778,0.8027777777777778,0.1,0.6765531184669376,0.6765531184669376,0.4163579131324913
100,49,0.8027777777777778,0.8111111111111111,0.1,0.6725150344560851,0.6725150344560851,0.41657311680952747
100,50,0.8111111111111111,0.7972222222222223,0.1,0.6494893646656007,0.6494893646656007,0.4172084285267872
100,51,0.7972222222222223,0.8361111111111111,0.1,0.6588158152996396,0.6588158152996396,0.4173311787364689
100,52,0.8361111111111111,0.8305555555555556,0.1,0.6738139620549659,0.6738139620549659,0.41671734368050095
100,53,0.8305555555555556,0.825,0.1,0.6651733864387912,0.6651733864387912,0.412357440221485
100,54,0.825,0.8111111111111111,0.1,0.6548258321716941,0.6548258321716941,0.41732925874140686
100,55,0.8111111111111111,0.7888888888888889,0.1,0.6594885175238571,0.6594885175238571,0.4195109194868834
100,56,0.7888888888888889,0.7805555555555556,0.1,0.6973477596623895,0.6973477596623895,0.4155187540221425
100,57,0.7805555555555556,0.8083333333333333,0.1,0.6972880962124094,0.6972880962124094,0.41503708106476783
100,58,0.8083333333333333,0.8416666666666667,0.1,0.6557375732132553,0.6557375732132553,0.4172504671328796
100,59,0.8416666666666667,0.8333333333333334,0.1,0.667581261116501,0.667581261116501,0.41982815374760535
100,60,0.8333333333333334,0.8305555555555556,0.1,0.6743171797439648,0.6743171797439648,0.41372263085890704
100,61,0.8305555555555556,0.8055555555555556,0.1,0.7034271246958606,0.7034271246958606,0.4185949931250244
100,62,0.8055555555555556,0.7777777777777778,0.1,0.6539904114925832,0.6539904114925832,0.4193839362355844
100,63,0.7777777777777778,0.7972222222222223,0.1,0.6677830162709867,0.6677830162709867,0.4145186024056925
100,64,0.7972222222222223,0.7805555555555556,0.1,0.6593913520171053,0.6593913520171053,0.4196349560176493
100,65,0.7805555555555556,0.7916666666666666,0.1,0.6572114377877872,0.6602595558804277,0.41762600320051985
100,66,0.7916666666666666,0.8555555555555555,0.1,0.6616092410415302,0.6616092410415302,0.4195607749944373
100,67,0.8555555555555555,0.8472222222222222,0.1,0.6836457745770084,0.6836457745770084,0.41521475729444557
100,68,0.8472222222222222,0.8222222222222222,0.1,0.6829808730773388,0.6829808730773388,0.4159905902463975
100,69,0.8222222222222222,0.7833333333333333,0.1,0.6495860352860036,0.6495860352860036,0.4159530871129426
100,70,0.7833333333333333,0.7861111111111111,0.1,0.6603388283723977,0.6603388283723977,0.4196154917422102
100,71,0.7861111111111111,0.7861111111111111,0.1,0.6745519534541694,0.6745519534541694,0.4193549563684051
